,번호,카테고리,제목,등록일,link
299,5536,[수업],[진로교육] 2023학년도 1학기 취업진로교육 졸업의무과정 시행 안내(수정),2023-03-06,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=426021&article.offset=0&articleLimit=500
300,5535,,[대학근로] 2023-1학기 학생 및 교직원식당 근로장학생 모집(3/13부터),2023-03-06,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=426013&article.offset=0&articleLimit=500
301,5534,[등록],2022학년도 전기 학사학위취득유예생 등록기간 안내,2023-03-06,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425983&article.offset=0&articleLimit=500
302,5533,[등록],2023학년도 1학기 재학생 등록금 납부 안내(추가2차),2023-03-06,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425976&article.offset=0&articleLimit=500
303,5532,[장학],2023년도 (재)수림재단 신규장학생 선발 안내,2023-03-06,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425931&article.offset=0&articleLimit=500
304,5531,,디지털관 외벽 개선공사 안내 ,2023-03-03,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425803&article.offset=0&articleLimit=500
305,5530,[수업],2023학년도 취업진로상담 교과목 시행안내,2023-03-02,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425758&article.offset=0&articleLimit=500
306,5529,[수업],[3/7까지 필수]전자출결 앱(안드로이드) 업데이트 및 매뉴얼 안내,2023-03-02,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425727&article.offset=0&articleLimit=500
307,5528,[대학원],2023-1학기 대학원별 학위논문연구계획서 제출 안내,2023-03-02,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425693&article.offset=0&articleLimit=500
308,5527,[수업],[전자출결 앱 사용 오류 안내],2023-03-02,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425692&article.offset=0&articleLimit=500
309,5526,[대학원],2023-1학기 대학원별  외국어시험 장소 안내,2023-02-28,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425601&article.offset=0&articleLimit=500
310,5525,[수업],"2023-1 폐강, 합반과목 안내 및 수강정정신청 안내(스마트공장융합전공 과목 추가)",2023-02-28,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425594&article.offset=0&articleLimit=500
311,5524,[수업],2023-1학기 원어민 프리토킹 및 영작 첨삭 지도 안내,2023-02-28,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425590&article.offset=0&articleLimit=500
312,5523,[장학],우아한 사장님 자녀장학금 지원 대학생 장학생 모집 안내,2023-02-28,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425549&article.offset=0&articleLimit=500
313,5522,[장학],충남인재육성재단 2023년도 상반기 장학사업 안내,2023-02-27,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425450&article.offset=0&articleLimit=500
314,5521,[장학],2023-1학기 학기 중 근로장학생 선발 확정 알림,2023-02-24,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425359&article.offset=0&articleLimit=500
315,5520,[등록],2023학년도 1학기 재학생 등록금 납부 안내(추가),2023-02-24,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425331&article.offset=0&articleLimit=500
316,5519,[수업],"2023-1학기 수강신청과목 변경, 정정 신청기간 안내",2023-02-23,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425297&article.offset=0&articleLimit=500
317,5518,[학적],♣ 2023 신입생 학생증 발급 안내 (인터넷신청일자 정정 2023.02.24~),2023-02-21,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425157&article.offset=0&articleLimit=500
318,5517,[장학],[대학근로] 2023-1학기 학생 및 교직원식당 근로장학생 모집,2023-02-21,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425137&article.offset=0&articleLimit=500
319,5516,[대학원],[장학] 대학원 장학 관련 안내는 홈페이지 공지 또는 금오톡톡 알림(문자는 미발송)-금오톡톡 설치 필수,2023-02-21,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425119&article.offset=0&articleLimit=500
320,5515,[장학],2023년도 제14기 사회리더 대학생 멘토링 멘티모집 안내(기간연장),2023-02-21,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425114&article.offset=0&articleLimit=500
321,5514,[대학원],2023학년도 1학기 학부생 일반대학원 교과목 사전이수 신청 안내,2023-02-21,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425097&article.offset=0&articleLimit=500
322,5513,[학적],2023학년도 금오공과대학교 신입생 입학식 등 학사 안내,2023-02-20,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425062&article.offset=0&articleLimit=500
323,5512,[학적],2023학년도 편입생 전적학교 학점인정 내역 조회 및 이의신청 안내,2023-02-20,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425059&article.offset=0&articleLimit=500
324,5511,[대학원],"2023학년도 1학기 대학원(일반, 산업, 교육 및 컨설팅) 수강신청 확인 및 변경기간 안내",2023-02-20,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=425044&article.offset=0&articleLimit=500
325,5510,[장학],2023-1학기 농림축산식품부 청년창업농육성장학생 추가모집 안내,2023-02-17,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424935&article.offset=0&articleLimit=500
326,5509,[대학원],2023-1학기 대학원별 졸업종합시험 신청 안내,2023-02-17,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424929&article.offset=0&articleLimit=500
327,5508,[학적],2023학년도 신입생 및 편입생 학번 조회 안내,2023-02-16,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424791&article.offset=0&articleLimit=500
328,5507,[수업],2023-1학기 전자출결시스템 앱설치 안내,2023-02-16,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424788&article.offset=0&articleLimit=500
329,5506,[학적],2023학년도 신입생 인성 및 적성검사 실시 안내(2.22(수) ~ 3.3.(금) 진행)(연장 실시),2023-02-16,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424782&article.offset=0&articleLimit=500
330,5505,[수업],"2,3학년 수강신청 [콘텐츠전략과서비스기획(LA0345)] 과목관련 안내",2023-02-15,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424757&article.offset=0&articleLimit=500
331,5504,[학적],2023학년도 전기 시간제등록생 모집 공고,2023-02-14,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424679&article.offset=0&articleLimit=500
332,5503,[학적],2023학년도 1학기  ‘신입생 및 편입생’ 온라인 휴학 신청 안내,2023-02-13,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424586&article.offset=0&articleLimit=500
333,5502,[수업],2023-1학기 다른대학(공주대) 수학신청 안내,2023-02-13,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424580&article.offset=0&articleLimit=500
334,5501,[학적],2023년 신입생 기초학력 온라인평가 실시 안내(2. 23.(목)~24.(금) 진행),2023-02-13,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424570&article.offset=0&articleLimit=500
335,5500,[학적],2023년 신입생 기초학력평가 유의사항 및 응시방법,2023-02-13,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424567&article.offset=0&articleLimit=500
336,5499,[수업],2023-1학기  공결신청 방법 및 유의사항 안내,2023-02-13,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424559&article.offset=0&articleLimit=500
337,5498,[수업],2023-1학기 열린사이버대학교(OCU) 학점교류 수강 안내 (2/23 11시 ~ 2/23 18시)- 종료시간 변경,2023-02-13,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424532&article.offset=0&articleLimit=500
338,5497,[학적],★ 2023학년도 1학기 휴학·복학  온라인(원스톱서비스) 신청(3차) 안내,2023-02-10,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424486&article.offset=0&articleLimit=500
339,5496,[장학],[근로] 2023-1학기 학기 중 부서별 근로장학생 모집 알림[2.13. ~ 2. 19.],2023-02-10,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424468&article.offset=0&articleLimit=500
340,5495,[대학원],[장학] 2023학년도 1학기 대학원 스마일장학생 선발 결과 안내,2023-02-10,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424456&article.offset=0&articleLimit=500
341,5494,[수업],2023학년도 1학기 수강꾸러미 확정 안내,2023-02-10,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424447&article.offset=0&articleLimit=500
342,5493,[장학],[학생성공처] 2023학년도 KIT역량장학금(K-WEGO) 안내,2023-02-09,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424378&article.offset=0&articleLimit=500
343,5492,[대학원],"2023학년도 전기 대학원별(일반, 산업, 교육 및 컨설팅) 신입생 학번 조회 안내",2023-02-09,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424366&article.offset=0&articleLimit=500
344,5491,[대학원],2022학년도 전기 대학원별 학위수여식 안내,2023-02-09,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424364&article.offset=0&articleLimit=500
345,5490,[대학원],2023학년도 전기 대학원 신입생 학번 부여 안내(예정),2023-02-09,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424284&article.offset=0&articleLimit=500
346,5489,[대학원],2023학년도 대학원 원우회 회장 선거 결과 안내,2023-02-08,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424259&article.offset=0&articleLimit=500
347,5488,[학적],2022학년도 전기(2023년 2월 졸업) 학위수여식 안내,2023-02-08,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424240&article.offset=0&articleLimit=500
348,5487,[수업],2023-1학기 조기취업자 출석인정신청서 제출 안내,2023-02-08,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424194&article.offset=0&articleLimit=500
349,5486,[수업],2023학년도 1학기 수강신청 안내 [신입생 수강신청 안내 포함되어있습니다.],2023-02-08,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424185&article.offset=0&articleLimit=500
350,5485,[학적],2023년 신입생 기초학력평가 학부(과)별 응시과목 및 출제기준 안내,2023-02-07,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424144&article.offset=0&articleLimit=500
351,5484,[수업],[학년별 수강신청] 수강신청 가능여부 확인,2023-02-07,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424142&article.offset=0&articleLimit=500
352,5483,[대학원],2023-1학기 대학원별 외국어시험 시행 안내,2023-02-06,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424075&article.offset=0&articleLimit=500
353,5482,[대학원],2023-1학기 대학원별 주요 학사일정 안내,2023-02-06,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=424062&article.offset=0&articleLimit=500
354,5481,[장학],(재)제주삼다수재단 삼다수 장학생(대학생) 모집 안내,2023-02-03,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423913&article.offset=0&articleLimit=500
355,5480,[수업],[학부] 2023-1학기 장애학생 우선 수강신청 안내,2023-02-02,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423848&article.offset=0&articleLimit=500
356,5479,[장학],재단법인 플라톤아카데미 인문 지혜 판플러스 모집 안내,2023-02-02,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423846&article.offset=0&articleLimit=500
357,5478,[성적],2023-1학기 사회봉사 교과목 학점취득을 위한 봉사활동 실시 및 관련 서류 제출 안내,2023-02-02,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423824&article.offset=0&articleLimit=500
358,5477,[등록],[LINC 3.0 사업단] 2023학년도 스마트공장융합전공 학생 추가모집(진입 모집),2023-02-02,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423822&article.offset=0&articleLimit=500
359,5476,[학적],연계전공 교육과정 이수과목 변경안내 ,2023-02-02,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423808&article.offset=0&articleLimit=500
360,5475,[수업],"2023-1학기 대구·경북권역 대학원격수업 학점교류[DGU, 구TKNU] 수강 안내(2/23 14시~ 18시)",2023-02-01,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423774&article.offset=0&articleLimit=500
361,5474,[대학원],"2023-1학기 대학원별 석, 박사 학위수여요건 확인 기간 안내",2023-02-01,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423768&article.offset=0&articleLimit=500
362,5473,[대학원],2023-1학기 대학원별 무논문 석사과정 신청 및 논문-무논문 과정 간 상호변경 신청 안내,2023-01-31,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423692&article.offset=0&articleLimit=500
363,5472,[대학원],2023학년도 전기 대학원별 합격자 및 고지서 출력(추가 등록금 납부),2023-01-31,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423674&article.offset=0&articleLimit=500
364,5471,[대학원],"2023학년도 1학기 대학원(일반, 산업, 교육 및 컨설팅) 수강신청 안내",2023-01-30,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423577&article.offset=0&articleLimit=500
365,5470,[대학원],"2023-1학기 대학원(일반, 산업, 교육 및 컨설팅) 수료자등록 신청 안내",2023-01-30,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423554&article.offset=0&articleLimit=500
366,5469,[대학원],"[2022년 대학혁신지원사업] 대학원생 학술활동 참가비 지원 ""마감"" 안내",2023-01-30,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423526&article.offset=0&articleLimit=500
367,5468,[장학],2022년 하반기 인천시 대학(원)생 학자금 대출 이자 지원 안내,2023-01-30,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423518&article.offset=0&articleLimit=500
368,5467,[장학],2023-1학기 국가장학금 2차 신청 안내,2023-01-28,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423486&article.offset=0&articleLimit=500
369,5466,[수업],2023학년도 1학기 마이크로디그리 이수 신청 안내,2023-01-27,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423472&article.offset=0&articleLimit=500
370,5465,[장학],2023년도 제14기 사회리더 대학생 멘토링 멘티모집 안내,2023-01-27,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423405&article.offset=0&articleLimit=500
371,5464,,금오공과대학교 학칙 일부 개정(안) 공고,2023-01-26,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423380&article.offset=0&articleLimit=500
372,5463,[대학원],[장학] 대학원생 장학금 지급 계좌 등록 방법 안내,2023-01-26,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423309&article.offset=0&articleLimit=500
373,5462,[대학원],[장학] 대학원 장학 관련 안내는 홈페이지 공지 또는 금오톡톡 알림(문자는 미발송)-금오톡톡 설치 필수,2023-01-26,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423301&article.offset=0&articleLimit=500
374,5461,[장학],[근로]2023학년도 1학기 2차 국가근로장학금 학생신청 안내[2023. 2. 2.(목) ~ 3. 15.(수)],2023-01-26,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423297&article.offset=0&articleLimit=500
375,5460,[대학원],학석사연계과정 지원자 모집 관련 설명회 개최,2023-01-25,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423146&article.offset=0&articleLimit=500
376,5459,[수업],"2023-1학기 다른대학(군산대, 대구대, 숙명여대,강릉원주대) 수학신청 안내",2023-01-25,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423136&article.offset=0&articleLimit=500
377,5458,[수업],2023학년도 1학기 수강지도 상담 안내,2023-01-25,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423119&article.offset=0&articleLimit=500
378,5457,[학적],"★[2차] 2023학년도 1학기 휴학, 복학 신청 및 직권제적, 휴학연장 안내",2023-01-24,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423096&article.offset=0&articleLimit=500
379,5456,[대학원],[2022년 대학혁신지원사업] 대학원생 학술활동 참가비 지원 마감예정 안내,2023-01-20,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423031&article.offset=0&articleLimit=500
380,5455,[대학원],2022-2학기 대학원(일반 및 컨설팅) 외국어시험 면제 신청 승인 결과 확인 안내 ,2023-01-19,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=423000&article.offset=0&articleLimit=500
381,5454,[학적],2022학년도 전기(2023년 2월) 학사학위취득유예(졸업유예) 추가(최종) 신청 안내,2023-01-19,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422985&article.offset=0&articleLimit=500
382,5453,[장학],2023년 상반기 서울런 멘토단 참여 대학생 신청 안내,2023-01-19,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422973&article.offset=0&articleLimit=500
383,5452,[대학원],2023학년도 1학기 대학원 휴복학 신청 안내,2023-01-19,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422956&article.offset=0&articleLimit=500
384,5451,[수업],[학부] 2023학년 1학기 학제간공유형 교육과정 교과 안내,2023-01-18,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422895&article.offset=0&articleLimit=500
385,5450,[등록],2023학년도 1학기 재학생 등록금 납부 안내,2023-01-18,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422864&article.offset=0&articleLimit=500
386,5449,[장학],2023-1학기 국가우수 이공계 장학생 중간평가 대상자 신청 방법 안내,2023-01-18,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422860&article.offset=0&articleLimit=500
387,5448,[대학원],2023학년도 1학기 학석사학위 연계과정 지원자 모집 안내,2023-01-18,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422825&article.offset=0&articleLimit=500
388,5447,[장학],2023학년도 신입생 멘토 선발 확정 공고,2023-01-17,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422781&article.offset=0&articleLimit=500
389,5446,[수업],수강신청 학점이월제 시행 안내,2023-01-17,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422769&article.offset=0&articleLimit=500
390,5445,[등록],2023학년도 1학기 재학생 등록금 분할납부 신청 안내,2023-01-17,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422728&article.offset=0&articleLimit=500
391,5444,[등록],[LINC 3.0 사업단] 2023학년도 스마트공장융합전공 학생 추가모집(진입 모집),2023-01-16,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422676&article.offset=0&articleLimit=500
392,5443,[수업],2023학년도 1학기 수강꾸러미 수강신청 안내,2023-01-16,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422673&article.offset=0&articleLimit=500
393,5442,[대학원],2023학년도 전기 대학원별 합격자 조회 및 고지서 출력,2023-01-16,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422629&article.offset=0&articleLimit=500
394,5441,[수업],"2023-1학기 다른대학(한밭대, 부경대,한경대, 계명대) 수학신청 안내",2023-01-16,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422618&article.offset=0&articleLimit=500
395,5440,[학적],2022학년도 전기(2023년 2월)  졸업예정자 졸업사정 내역 열람 안내,2023-01-12,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422363&article.offset=0&articleLimit=500
396,5439,[수업],"2023-1학기 다른대학(한국해양대,충북대,한양대,서울과기대) 수학신청 안내",2023-01-11,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422313&article.offset=0&articleLimit=500
397,5438,[수업],"2023-1학기 다른대학(충남대,한국교원대,경북대) 수학신청 안내",2023-01-11,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422312&article.offset=0&articleLimit=500
398,5437,[대학원],2022-2학기 대학원별 성적 확정 안내,2023-01-10,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422245&article.offset=0&articleLimit=500
399,5436,[대학원],2023학년도 대학원 원우회 회장 선거 안내,2023-01-10,https://www.kumoh.ac.kr/ko/sub06_01_01_01.do?mode=view&articleNo=422155&article.offset=0&articleLimit=500
